address,bedrooms,full_bathrooms,half_bathrooms,type,size_sqft,lot_size,price,GEOCODE,zip,distance,pps,lon,lat
1830 N PECOS RD UNIT: 259 LAS VEGAS NV 89115,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,675.0,1873.0,48900.0,"-115.09834,36.192867",89115,6.8138937819576935,72.44444444444444,-115.09834,36.192867
10640 CACTUS BRUSH CT LAS VEGAS NV 89141,4.0,2.0,1.0,Single Family Home,1798.0,3920.0,225e3,"-115.23312,35.99631",89141,8.829896547948088,125.13904338153503,-115.23312,35.99631
5017 RUSTIC CHARM CT LAS VEGAS NV 89131,2.0,2.0,0.0,Single Family Home,1396.0,4791.0,12e4,"-115.20964,36.304733",89131,13.26686577993303,85.95988538681948,-115.20964,36.304733
LAS VEGAS NV 89101,4.0,2.0,0.0,Single Family Home,1451.0,6969.5,85250.0,NA,89101,NA,58.7525844245348,NA,NA
7456 CALZADO DR LAS VEGAS NV 89178,4.0,3.0,0.0,Single Family Home,1795.0,3920.0,205e3,"-115.25463,36.003834",89178,8.907915145276041,114.20612813370474,-115.25463,36.003834
5882 WHISPERING PINE AVE LAS VEGAS NV 89142,3.0,2.0,0.0,Single Family Home,1152.0,3920.0,116e3,"-115.04601,36.155384",89142,7.628146129985657,100.69444444444444,-115.04601,36.155384
8420 WHITE EAGLE AVE UNIT 102 LAS VEGAS NV 89145,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1108.0,2831.0,95e3,"-115.27627,36.164654",89145,6.735265676832635,85.74007220216606,-115.27627,36.164654
5409 CENTURION CT UNIT: 203 LAS VEGAS NV 89122,2.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,806.0,827.0,49900.0,"-115.04206,36.091133",89122,7.493557439095576,61.9106699751861,-115.04206,36.091133
657 SHIREHAMPTON DR LAS VEGAS NV 89178,5.0,3.0,0.0,Single Family Home,3802.0,8712.0,369900.0,"-115.30408,36.036697",89178,9.102924571025085,97.29089952656497,-115.30408,36.036697
8756 CAPTAINS PL LAS VEGAS NV 89117,3.0,3.0,0.0,Single Family Home,2378.0,4791.0,695e3,"-115.28546,36.13528",89117,6.45953724537155,292.2624053826745,-115.28546,36.13528
5220 LYTTON AVE LAS VEGAS NV 89146,3.0,2.0,0.0,Single Family Home,1314.0,7840.0,99e3,"-115.211205,36.15774",89146,3.665811133070271,75.34246575342466,-115.211205,36.15774
200 W SAHARA AVE UNIT 801 LAS VEGAS NV 89102,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1563.0,NaN,281e3,"-115.15968,36.14379",89102,2.139542953019473,179.7824696097249,-115.15968,36.14379
350 WHITLY BAY AVE LAS VEGAS NV 89148,4.0,3.0,1.0,Single Family Home,3699.0,6969.0,468900.0,"-115.280304,36.04097",89148,7.873864427373231,126.7639902676399,-115.280304,36.04097
9844 HIGH ALPINE ST LAS VEGAS NV 89178,4.0,3.0,0.0,Single Family Home,2832.0,6098.0,209e3,"-115.26814,36.009808",89178,8.984708879087533,73.79943502824858,-115.26814,36.009808
5305 GREAT HORIZON DR LAS VEGAS NV 89149,4.0,4.0,0.0,Single Family Home,3574.0,10890.0,388888.0,"-115.27372,36.257694",89149,11.36162425164552,108.81029658645775,-115.27372,36.257694
4902 PERRONE AVE LAS VEGAS NV 89141,3.0,2.0,0.0,Single Family Home,1405.0,4356.0,18e4,"-115.2079,35.988907",89141,8.889117005303298,128.1138790035587,-115.2079,35.988907
10301 KADUMBA ST LAS VEGAS NV 89178,4.0,3.0,0.0,Single Family Home,3145.0,6098.0,299900.0,"-115.25205,36.00221",89178,8.931550600176996,95.3577106518283,-115.25205,36.00221
1901 MANHATTAN DR LAS VEGAS NV 89106,4.0,2.0,0.0,Single Family Home,1347.0,6969.0,72900.0,"-115.17343,36.19142",89106,5.293562777066463,54.12026726057906,-115.17343,36.19142
512 CANYON GREENS DR LAS VEGAS NV 89144,5.0,4.0,2.0,Single Family Home,6783.0,16552.8,225e4,"-115.30536,36.17828",89144,8.61325263889181,331.71163202122955,-115.30536,36.17828
9670 QUARTERHORSE LN LAS VEGAS NV 89178,5.0,4.0,1.0,Single Family Home,4265.0,6098.0,469e3,"-115.293625,36.012665",89178,9.755835491032528,109.96483001172334,-115.293625,36.012665
9304 PINK PEAR CT LAS VEGAS NV 89149,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1636.0,2613.0,169990.0,NA,89149,NA,103.90586797066015,NA,NA
4575 DEAN MARTIN DR UNIT 1600 LAS VEGAS NV 89103,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,2052.0,NaN,599e3,NA,89103,NA,291.9103313840156,NA,NA
2717 STARS END ST LAS VEGAS NV 89108,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1408.0,1306.0,97500.0,"-115.20961,36.20895",89108,6.819795551576706,69.2471590909091,-115.20961,36.20895
7363 GLORIOUS SUN DR LAS VEGAS NV 89178,3.0,2.0,1.0,Single Family Home,2241.0,4791.0,225e3,"-115.25318,36.004517",89178,8.825894782962331,100.40160642570281,-115.25318,36.004517
8150 PECHAVEZ ST LAS VEGAS NV 89131,5.0,3.0,0.0,Single Family Home,3973.0,10454.4,4e5,"-115.212,36.308323",89131,13.532157685502657,100.67958721369243,-115.212,36.308323
9717 MOUNT LOMPOC CT LAS VEGAS NV 89178,5.0,3.0,0.0,Single Family Home,3132.0,4791.0,34e4,"-115.28437,36.01169",89178,9.454493199443768,108.55683269476373,-115.28437,36.01169
1878 VENALYNNE ST LAS VEGAS NV 89156,3.0,2.0,0.0,Single Family Home,1253.0,6534.0,13e4,"-115.02187,36.192425",89156,9.999920605733859,103.7509976057462,-115.02187,36.192425
224 STAR CLUSTER CIR LAS VEGAS NV 89145,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1534.0,1306.0,138800.0,"-115.27085,36.17699",89145,6.9665047350444524,90.48239895697523,-115.27085,36.17699
8740 APIARY WIND ST LAS VEGAS NV 89131,4.0,2.0,1.0,Single Family Home,2791.0,6534.0,279990.0,"-115.21985,36.3195",89131,14.366898544448786,100.31888212110354,-115.21985,36.3195
5399 BRADFORD PEAR DR LAS VEGAS NV 89122,4.0,2.0,1.0,Single Family Home,1601.0,1742.0,118e3,"-115.024536,36.090828",89122,8.457579320552425,73.70393504059963,-115.024536,36.090828
LAS VEGAS NV 89147,3.0,2.0,0.0,Single Family Home,1881.5714285714287,5040.142857142857,214850.0,NA,89147,NA,114.18647027560549,NA,NA
6360 W DEWEY DR LAS VEGAS NV 89118,5.0,4.0,1.0,Single Family Home,4897.0,22215.6,648e3,"-115.2305,36.087112",89118,3.744539016010553,132.3259138247907,-115.2305,36.087112
5416 SPENCER ST LAS VEGAS NV 89119,3.0,2.0,0.0,Single Family Home,1618.0,6969.0,85e3,"-115.12784,36.091515",89119,2.9793086793287316,52.533992583436344,-115.12784,36.091515
10164 BIRCH BLUFF LN LAS VEGAS NV 89145,3.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1392.0,3484.0,227900.0,"-115.31769,36.163403",89145,8.772033612596557,163.7212643678161,-115.31769,36.163403
8120 TILKUNI DR LAS VEGAS NV 89166,3.0,2.0,1.0,Single Family Home,1854.0,3049.0,18e4,"-115.30446,36.30895",89166,15.283552128735751,97.0873786407767,-115.30446,36.30895
1505 GOLDEN OAK DR LAS VEGAS NV 89117,5.0,5.0,1.0,Single Family Home,5346.0,20908.8,1199900.0,"-115.25763,36.153896",89117,5.46130048790831,224.44818555929666,-115.25763,36.153896
7923 NAPIER ST LAS VEGAS NV 89131,4.0,2.0,1.0,Single Family Home,2184.0,3049.0,225e3,"-115.27747,36.30532",89131,14.388668003138525,103.02197802197803,-115.27747,36.30532
1426 LAGUNA AVE LAS VEGAS NV 89169,5.0,3.0,0.0,Single Family Home,1595.0,10018.8,13e4,"-115.13381,36.140354",89169,2.81105798158285,81.50470219435736,-115.13381,36.140354
7102 BRIGHTON VILLAGE ST LAS VEGAS NV 89166,4.0,2.0,1.0,Single Family Home,2142.0,4791.0,19e4,"-115.326904,36.290077",89166,14.847634420251993,88.70214752567693,-115.326904,36.290077
3151 SOARING GULLS DR UNIT: 1169 LAS VEGAS NV 89128,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,704.0,NaN,34e3,"-115.27422,36.217472",89128,9.077678677648404,48.29545454545455,-115.27422,36.217472
6993 GRAND JUNCTION AVE LAS VEGAS NV 89179,5.0,2.0,1.0,Single Family Home,2293.0,4356.0,208e3,"-115.24508,35.987373",89179,9.662968112149615,90.71085913650239,-115.24508,35.987373
3011 PINTO LN LAS VEGAS NV 89107,6.0,6.0,3.0,Single Family Home,8721.0,43124.4,3875e3,"-115.181885,36.164406",89107,3.468156590284325,444.32977869510376,-115.181885,36.164406
7833 PAINTED SUNSET DR LAS VEGAS NV 89149,3.0,3.0,0.0,Single Family Home,2608.0,9583.0,517e3,"-115.267494,36.256866",89149,11.142700505796263,198.2361963190184,-115.267494,36.256866
2200 S FORT APACHE RD UNIT 1101 LAS VEGAS NV 89117,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1053.0,NaN,79e3,"-115.29725,36.14842",89117,7.3390689906275375,75.02374169040836,-115.29725,36.14842
7968 DORINDA AVE LAS VEGAS NV 89147,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1523.0,2178.0,129e3,"-115.2652,36.111366",89147,5.1733752857331545,84.70124753775443,-115.2652,36.111366
1942 COUNTRY COVE CT LAS VEGAS NV 89135,6.0,5.0,1.0,Single Family Home,3999.0,8276.0,998888.0,"-115.351654,36.154793",89135,10.378303431155892,249.78444611152787,-115.351654,36.154793
3400 CABANA DR UNIT 1119 LAS VEGAS NV 89122,3.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1196.0,NaN,79999.0,"-115.05624,36.127464",89122,6.580801502116108,66.88879598662207,-115.05624,36.127464
3035 PLAN LAS VEGAS NV 89131,4.0,2.0,0.0,Single Family Home; Ready to build,3035.0,130680.0,406490.0,NA,89131,NA,133.9341021416804,NA,NA
1403 S 6TH ST LAS VEGAS NV 89104,3.0,2.0,1.0,Single Family Home,4793.0,14374.8,139900.0,"-115.146194,36.153778",89104,3.0816693503007504,29.188399749634883,-115.146194,36.153778
5055 W HACIENDA AV UNIT: 1019 LAS VEGAS NV 89118,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,755.0,NaN,59500.0,NA,89118,NA,78.80794701986756,NA,NA
6570 ARROW CREEK CT LAS VEGAS NV 89156,4.0,2.0,1.0,Single Family Home,2297.0,6969.0,206e3,"-115.02926,36.211693",89156,10.449487615378017,89.68219416630387,-115.02926,36.211693
3059 REGAL COVE ST LAS VEGAS NV 89117,5.0,3.0,0.0,Single Family Home,3694.0,10890.0,425e3,"-115.26832,36.133575",89117,5.499338022643541,115.05143475906875,-115.26832,36.133575
2756 BLAIRGOWRIE DR HENDERSON NV 89044,5.0,3.0,1.0,Single Family Home,2301.0,5662.0,28e4,"-115.10344,35.92918",89044,13.364668823601335,121.68622338113863,-115.10344,35.92918
605 DOLORES DR LAS VEGAS NV 89107,3.0,2.0,0.0,Single Family Home,1533.0,4791.0,142500.0,"-115.240715,36.179047",89107,5.842411346383144,92.95499021526419,-115.240715,36.179047
7736 VILLA ANDRADE AVE LAS VEGAS NV 89131,5.0,4.0,1.0,Single Family Home,3691.0,6098.0,365e3,"-115.26332,36.306602",89131,14.168401869467974,98.8891899214305,-115.26332,36.306602
7225 SCENIC DESERT CT LAS VEGAS NV 89131,3.0,2.0,1.0,Single Family Home,1525.0,4356.0,125e3,"-115.26761,36.291874",89131,13.318457206280959,81.9672131147541,-115.26761,36.291874
8792 BLUE WOLF ST LAS VEGAS NV 89123,3.0,2.0,1.0,Single Family Home,1866.0,3920.0,215e3,"-115.12785,36.02971",89123,6.374102205922631,115.21972132904608,-115.12785,36.02971
1916 SALVATION ST NORTH LAS VEGAS NV 89115,3.0,3.0,1.0,Single Family Home,1959.0,2178.0,137e3,"-115.0929,36.194084",89115,7.068734077596116,69.93363961204696,-115.0929,36.194084
9716 TEMPLEMORE AVE UNIT 103 LAS VEGAS NV 89129,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1225.0,NaN,144500.0,"-115.30744,36.221558",89129,10.534849507074957,117.95918367346938,-115.30744,36.221558
10016 SHARP RIDGE AVE LAS VEGAS NV 89149,5.0,4.0,0.0,Single Family Home,3087.0,5662.0,309e3,"-115.312706,36.30094",89149,15.036302562641279,100.09718172983479,-115.312706,36.30094
8025 CASPIAN MOON DR LAS VEGAS NV 89166,4.0,3.0,0.0,Single Family Home,1896.0,4791.0,209900.0,"-115.304565,36.30718",89166,15.179572064822388,110.70675105485232,-115.304565,36.30718
4216 ROYAL SCOTS AVE LAS VEGAS NV 89141,5.0,3.0,1.0,Single Family Home,5440.0,16552.8,799e3,"-115.19546,35.988647",89141,8.779316480300723,146.875,-115.19546,35.988647
7330 BLUEMIST MOUNTAIN CT LAS VEGAS NV 89113,5.0,4.0,1.0,Single Family Home,4823.0,13068.0,559e3,"-115.25132,36.042576",89113,6.633040170019351,115.90296495956873,-115.25132,36.042576
831 STONEHENGE ST LAS VEGAS NV 89110,5.0,2.0,1.0,Single Family Home,1845.0,7405.0,189999.0,"-115.046135,36.17522",89110,8.223770410194895,102.98048780487805,-115.046135,36.17522
2675 NIDDRIE AVE HENDERSON NV 89044,3.0,2.0,1.0,Single Family Home,2090.0,5662.0,215e3,"-115.10157,35.92767",89044,13.494924264440535,102.87081339712918,-115.10157,35.92767
6515 SHINING SAND AVE LAS VEGAS NV 89142,4.0,2.0,0.0,Single Family Home,1521.0,5227.0,17e4,"-115.03105,36.141182",89142,8.137947188475056,111.76857330703484,-115.03105,36.141182
10425 BOLTING CLOUD DR LAS VEGAS NV 89178,3.0,3.0,0.0,Single Family Home,2022.0,4356.0,245e3,"-115.29298,35.99915",89178,10.424446065658154,121.16716122650841,-115.29298,35.99915
7265 LAREDO ST LAS VEGAS NV 89117,6.0,5.0,1.0,Single Family Home,3944.0,22215.6,598e3,"-115.25037,36.14212",89117,4.73348124233516,151.62271805273835,-115.25037,36.14212
261 MISTY ISLE LN UNIT D LAS VEGAS NV 89107,2.0,1.0,1.0,Condo/Townhome/Row Home/Co-Op,968.0,NaN,66e3,"-115.23994,36.17641",89107,5.676741607854202,68.18181818181819,-115.23994,36.17641
923 ROYALMILE WAY LAS VEGAS NV 89032,3.0,2.0,1.0,Single Family Home,2059.0,5227.0,149900.0,"-115.1545,36.229374",89032,7.976341043455968,72.80233122875183,-115.1545,36.229374
3456 JEWEL CAVE DR LAS VEGAS NV 89122,2.0,2.0,0.0,Mfd/Mobile Home,1432.0,4791.0,49e3,"-115.05826,36.126366",89122,6.458982214197386,34.21787709497207,-115.05826,36.126366
3111 BEL AIR DR UNIT 27 LAS VEGAS NV 89109,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,2032.0,NaN,524444.0,"-115.14084,36.13276",89109,2.181539065414414,258.09251968503935,-115.14084,36.13276
9348 PINNACLE COVE ST LAS VEGAS NV 89123,3.0,2.0,1.0,Single Family Home,2961.0,10454.4,324888.0,"-115.13581,36.019405",89123,6.885620011631406,109.72239108409322,-115.13581,36.019405
6417 SALMON MOUNTAIN AVE LAS VEGAS NV 89122,3.0,2.0,0.0,Single Family Home,1424.0,3049.0,159e3,"-115.03304,36.124107",89122,7.846309911690458,111.65730337078652,-115.03304,36.124107
2071 VIA FIRENZE HENDERSON NV 89044,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1445.0,2178.0,195e3,"-115.124985,35.95246",89044,11.498597987134875,134.94809688581316,-115.124985,35.95246
7521 DRY PINES CIR LAS VEGAS NV 89129,3.0,2.0,1.0,Single Family Home,2582.0,10890.0,335900.0,"-115.25889,36.24557",89129,10.229195073659339,130.09295120061967,-115.25889,36.24557
2012 GRAY EAGLE WAY LAS VEGAS NV 89117,3.0,4.0,1.0,Single Family Home,4045.0,12196.8,949e3,"-115.29177,36.147766",89117,7.034329908000211,234.610630407911,-115.29177,36.147766
3053 CASEY DR UNIT: 201 LAS VEGAS NV 89120,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,697.0,1829.0,39900.0,"-115.10817,36.095707",89120,3.8454782354997534,57.24533715925394,-115.10817,36.095707
225 GRANDFALLS BLUFF AVE LAS VEGAS NV 89031,5.0,2.0,1.0,Single Family Home,2793.0,4356.0,214750.0,"-115.142426,36.261013",89031,10.233786057422966,76.88865019692088,-115.142426,36.261013
6423 SWAN SONG RD LAS VEGAS NV 89142,5.0,4.0,0.0,Single Family Home,2454.0,6098.0,225e3,"-115.03344,36.158314",89142,8.356337764669316,91.68704156479218,-115.03344,36.158314
LAS VEGAS NV 89117,3.0,3.0,0.0,Single Family Home,2583.714285714286,9495.8,413571.4285714286,NA,89117,NA,160.06856131814664,NA,NA
5116 JORDAN FREY ST UNIT 204 LAS VEGAS NV 89130,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1259.0,NaN,85e3,"-115.24297,36.255363",89130,10.4646953684173,67.51389992057189,-115.24297,36.255363
5880 BUNCH ST LAS VEGAS NV 89122,8.0,4.0,0.0,Single Family Home,4265.0,35283.6,229e3,"-115.041725,36.097446",89122,7.429797256107407,53.69284876905041,-115.041725,36.097446
300 PINECLIFF DR LAS VEGAS NV 89145,3.0,2.0,0.0,Single Family Home,1617.0,8276.0,12e4,"-115.25185,36.16961",89145,5.822150663776257,74.21150278293135,-115.25185,36.16961
10324 SUMMIT CANYON DR LAS VEGAS NV 89144,4.0,5.0,1.0,Single Family Home,5445.0,17859.6,88e4,"-115.32101,36.168804",89144,9.090081249408932,161.6161616161616,-115.32101,36.168804
4236 ORANGEBLOSSOM CT LAS VEGAS NV 89108,3.0,2.0,0.0,Mfd/Mobile Home,1716.0,7405.0,79500.0,"-115.24162,36.23729",89108,9.289752648569486,46.32867132867133,-115.24162,36.23729
4561 SANDIROSE WAY LAS VEGAS NV 89122,3.0,2.0,0.0,Mfd/Mobile Home,1296.0,4791.0,59e3,"-115.04454,36.106716",89122,7.197419392081114,45.52469135802469,-115.04454,36.106716
5274 TIPPER AVE LAS VEGAS NV 89122,3.0,2.0,1.0,Single Family Home,1374.0,1742.0,134900.0,"-115.05767,36.090977",89122,6.646154251903976,98.18049490538573,-115.05767,36.090977
6273 ENCHANTED CREEK PL LAS VEGAS NV 89122,5.0,3.0,0.0,Single Family Home,2315.0,5662.0,214990.0,"-115.03642,36.118618",89122,7.635246573852327,92.8682505399568,-115.03642,36.118618
27 E AGATE AV UNIT: 208 LAS VEGAS NV 89123,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1165.0,NaN,157040.0,NA,89123,NA,134.79828326180257,NA,NA
2777 PARADISE RD UNIT 3406 LAS VEGAS NV 89109,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1712.0,NaN,75e4,"-115.1548,36.138577",89109,1.9333964642496804,438.0841121495327,-115.1548,36.138577
6923 CHINA RIDGE CT LAS VEGAS NV 89149,4.0,2.0,1.0,Single Family Home,2324.0,10018.8,27e4,"-115.30413,36.28726",89149,13.981989775893467,116.1790017211704,-115.30413,36.28726
556 STAGHORN PASS AVE LAS VEGAS NV 89183,5.0,3.0,0.0,Single Family Home,3272.0,5662.0,265e3,"-115.15142,35.99445",89183,8.373324026748497,80.99022004889976,-115.15142,35.99445
8861 RED FOX DR LAS VEGAS NV 89123,4.0,3.0,0.0,Single Family Home,2384.0,4356.0,16e4,"-115.12943,36.02886",89123,6.393880406502847,67.11409395973155,-115.12943,36.02886
LAS VEGAS NV 89119,3.0,2.0,0.0,Single Family Home,1446.0,7187.0,103428.28571428571,NA,89119,NA,71.52716854376605,NA,NA
1704 NAVAJO LAKE WAY LAS VEGAS NV 89128,3.0,2.0,0.0,Single Family Home,1322.0,4791.0,14e4,"-115.25518,36.191223",89128,7.006274310776767,105.9001512859304,-115.25518,36.191223
6955 N DURANGO DR UNIT 2005 LAS VEGAS NV 89149,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1247.0,NaN,88e3,"-115.27927,36.059864",89149,7.0539698475039705,70.56936647955092,-115.27927,36.059864
5322 TARAVILLA CIR LAS VEGAS NV 89146,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,2769.0,6534.0,145e3,"-115.21382,36.137993",89146,2.802101308778375,52.365474900686166,-115.21382,36.137993
686 RUNNING PUTT WAY LAS VEGAS NV 89148,3.0,2.0,1.0,Single Family Home,2191.0,5227.0,375e3,"-115.284256,36.035347",89148,8.294573414961805,171.15472387037883,-115.284256,36.035347
1141 NEVADA SKY ST LAS VEGAS NV 89128,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1320.0,871.0,105e3,"-115.27795,36.183426",89128,7.55329632627261,79.54545454545455,-115.27795,36.183426
8867 CANYON SADDLE ST LAS VEGAS NV 89148,5.0,4.0,0.0,Single Family Home,3141.0,3484.0,314999.0,"-115.2866,36.02698",89148,8.780609691303798,100.28621458134351,-115.2866,36.02698
2900 MORNING DEW ST LAS VEGAS NV 89117,4.0,3.0,0.0,Single Family Home,2238.0,6969.0,359500.0,"-115.31041,36.13869",89117,7.872891743801845,160.63449508489722,-115.31041,36.13869
2000 FASHION SHOW DR UNIT: 4721 LAS VEGAS NV 89109,1.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,910.0,NaN,525e3,"-115.168236,36.127857",89109,0.9462188624512281,576.9230769230769,-115.168236,36.127857
10122 RAGDOLL AVE LAS VEGAS NV 89166,4.0,2.0,1.0,Single Family Home,2239.0,3484.0,25e4,"-115.31584,36.301422",89166,15.15629525915166,111.65698972755695,-115.31584,36.301422
7417 VIA RIMINI ST LAS VEGAS NV 89131,5.0,4.0,1.0,Single Family Home,5114.0,21780.0,607500.0,"-115.249115,36.2951",89131,13.152371218450366,118.79155260070395,-115.249115,36.2951
65 MEADOWHAWK LN LAS VEGAS NV 89135,5.0,5.0,3.0,Single Family Home,9602.0,13939.2,3499e3,"-115.34532,36.115173",89135,9.650584108590614,364.4032493230577,-115.34532,36.115173
8265 WILDWOOD GLEN DR LAS VEGAS NV 89131,4.0,2.0,1.0,Single Family Home,1957.0,2613.0,22e4,"-115.27673,36.292778",89131,13.585547498764164,112.41696474195197,-115.27673,36.292778
673 KEW GARDENS DR LAS VEGAS NV 89178,4.0,2.0,1.0,Single Family Home,2728.0,7840.0,368e3,"-115.30406,36.035793",89178,9.138995730976081,134.89736070381232,-115.30406,36.035793
816 HEDGE WAY UNIT 3 LAS VEGAS NV 89110,2.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,785.0,NaN,65e3,"-115.09757,36.17875",89110,6.102556495905892,82.80254777070064,-115.09757,36.17875
9342 AUTUMN VIEW AVE LAS VEGAS NV 89178,3.0,3.0,0.0,Single Family Home,1582.0,1742.0,185e3,"-115.29639,36.019825",89178,9.517933931590001,116.94058154235145,-115.29639,36.019825
LAS VEGAS NV 89120,4.0,2.0,0.0,Single Family Home,2090.1666666666665,7985.7,228924.83333333334,NA,89120,NA,109.52467905270713,NA,NA
10669 OAK CREST AVE LAS VEGAS NV 89144,3.0,2.0,0.0,Single Family Home,1622.0,5662.0,24e4,NA,89144,NA,147.96547472256472,NA,NA
7300 W PIRATES COVE RD UNIT: 2056 LAS VEGAS NV 89145,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,636.0,NaN,65e3,NA,89145,NA,102.20125786163523,NA,NA
1355 WIND COVE ST LAS VEGAS NV 89110,4.0,3.0,0.0,Single Family Home,2390.0,6534.0,247388.0,"-115.03571,36.182884",89110,8.99543575764422,103.50962343096235,-115.03571,36.182884
11762 PINE SHADOWS ST LAS VEGAS NV 89183,5.0,2.0,1.0,Single Family Home,2014.0,3484.0,25e4,"-115.16949,35.976006",89183,9.560660576667216,124.13108242303873,-115.16949,35.976006
8609 SURTIDOR DR LAS VEGAS NV 89117,4.0,3.0,0.0,Single Family Home,2430.0,13939.2,224900.0,"-115.28082,36.153187",89117,6.599345465014869,92.55144032921811,-115.28082,36.153187
7908 BEN HOGAN DR LAS VEGAS NV 89149,2.0,2.0,0.0,Single Family Home,1609.0,5749.0,244900.0,"-115.26805,36.257313",89149,11.184582402580324,152.2063393412057,-115.26805,36.257313
3020 STERN DR LAS VEGAS NV 89117,5.0,3.0,0.0,Single Family Home,3557.0,7840.0,38e4,"-115.30102,36.13646",89117,7.327265727184503,106.83159966263706,-115.30102,36.13646
4525 DEAN MARTIN DR UNIT 3003 LAS VEGAS NV 89103,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1085.0,NaN,389e3,NA,89103,NA,358.5253456221198,NA,NA
2336 PANISSE AVE HENDERSON NV 89044,5.0,5.0,1.0,Single Family Home,4048.0,8712.0,855e3,"-115.08879,35.926533",89044,13.797312941660323,211.21541501976284,-115.08879,35.926533
NORTH LAS VEGAS NV 89131,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,999.0,3049.0,118900.0,NA,89131,NA,119.01901901901901,NA,NA
4584 INLAND CT LAS VEGAS NV 89147,4.0,2.0,1.0,Single Family Home,1762.0,6969.0,199900.0,"-115.24369,36.105446",89147,4.015616569285259,113.45062429057889,-115.24369,36.105446
5934 ROTHBURY AVE LAS VEGAS NV 89141,4.0,3.0,0.0,Single Family Home,3078.0,6316.0,315e3,"-115.22281,35.997417",89141,8.553535717893833,102.3391812865497,-115.22281,35.997417
SANDPIPER LAS VEGAS NV 89115,3.0,2.0,0.0,Multi-Family Home; Ready to build,1428.0,87120.0,143888.0,NA,89115,NA,100.76190476190476,NA,NA
6165 DUNCAN DR LAS VEGAS NV 89108,6.0,3.0,0.0,Single Family Home,3023.0,20037.6,35e4,"-115.229004,36.226353",89108,8.317957045149798,115.77902745616937,-115.229004,36.226353
